,title,subtitle,date_published,url,is_paid
12,"
							„Vermutlich wird uns Covid-19 noch ein Jahrzehnt lang begleiten“
			        ","
						Der Corona-Impfstoff hat Biontech berühmt gemacht und dem Unternehmen erstmals seit seiner Gründung 2008 einen Gewinn beschert. Für die Zukunft hat die Firma aus Mainz noch ganz andere Ziele.
					",2021-03-30T17:27:27+0200,https://www.faz.net/suche/biontech-strebt-10-milliarden-euro-umsatz-durch-corona-impfstoff-an-17270972.html,false
13,"
							CDC-Chefin: „Im Moment habe ich Angst“
			        ","
						Trotz des hohen Impftempos in Amerika warnt die CDC-Direktorin Rochelle Walensky in einer emotionalen Rede vor einer vierten Welle und bittet alle durchzuhalten. Als warnendes Beispiel nennt sie auch Deutschland.
					",2021-03-30T08:28:45+0200,https://www.faz.net/suche/corona-in-usa-cdc-chefin-warnt-vor-einer-vierten-welle-17270121.html,false
14,"
							Studie bekräftigt geringes Infektionsrisiko bei mRNA-Impfstoffen
			        ","
						Laut einer amerikanischen Studie sind die mRNA-Impfstoffe von Pfizer/Biontech und Moderna besonders wirksam. Demnach verhindern die Vakzine nach zwei verabreichten Dosen in 90 Prozent der Fälle eine Infektion.
					",2021-03-29T18:34:34+0200,https://www.faz.net/suche/mrna-impfstoff-von-pfizer-biontech-und-moderna-besonders-wirksam-17269505.html,false
15,"
							Ohne klare Führung
			        ","
						Die Strukturen sind weniger das Problem beim Krisenmanagement, sondern das erratische und uninspirierte Handeln. Und das digitale Drama: Die Infrastruktur ist nicht die eines entwickelten Landes.
					",2021-03-29T15:41:08+0200,https://www.faz.net/suche/corona-politik-ohne-klare-fuehrung-17267910.html,false
16,"
							Merkel drängt Länderchefs zum Umsetzen der Notbremse
			        ","
						Die Kanzlerin nennt den jüngsten Bund-Länder-Gipfel eine „Zäsur“ – und fordert konsequentes Handeln. Die Bundesregierung will einen Puffer für Impfstoff-Produktionen. Und die „Ever Given“, das im Suezkanal havarierte Schiff, ist teilweise freigeschleppt. Der Newsletter für Deutschland.
					",2021-03-29T06:45:31+0200,https://www.faz.net/suche/f-a-z-fruehdenker-merkel-draengt-laender-zum-umsetzen-der-notbremse-17268312.html,false
17,"
							So viele geimpft wie kaum sonst wo
			        ","
						In Gibraltar geht das Leben wieder los: 90 Prozent der Bevölkerung hat bereits den kompletten Impfschutz. Die Pandemie ist beinahe Geschichte.
					",2021-03-28T22:25:18+0200,https://www.faz.net/suche/gibraltar-corona-impfung-bei-bevoelkerung-zu-90-prozent-erledigt-17267706.html,false
18,"
							Wenn jeder Tag Karfreitag ist
			        ","
						Die vorösterliche Stimmung verhagelt, das Land tief gespalten: Die Deutschen sind müde und wütend. Zeit, sich an die gemeinsame Mission zu erinnern.
					",2021-03-28T21:25:42+0200,https://www.faz.net/suche/leben-im-lockdown-wenn-jeder-tag-karfreitag-ist-17264984.html,true
19,"
							Reservefabriken für das nächste Virus
			        ","
						Zumindest in Zukunft soll es nicht mehr an Produktionskapazitäten für Impfstoffe mangeln. Die Bundesregierung will erreichen, dass die Pharmaindustrie einen Puffer für Milliarden von Impfdosen aufbaut.
					",2021-03-28T19:11:38+0200,https://www.faz.net/suche/impfstoff-produktion-fuer-corona-impfungen-und-pandemien-staerken-17267413.html,true
20,"
							Was taugt die Biontech-Aktie?
			        ","
						Auf Unternehmen wie Biontech und Moderna ruhen die Hoffnungen der Welt. Dafür sind die Aktien noch relativ günstig.
					",2021-03-28T16:35:39+0200,https://www.faz.net/suche/impfstoffe-fuers-depot-was-taugt-die-biontech-aktie-17263993.html,true
21,"
							Serbien lädt Nachbarn zum Impfen ein
			        ","
						Serbien impft so schnell, dass es nun kostenlose Dosen für Bürger aus Nachbarstaaten anbietet - und über Sanktionen gegen impfunwillige Einheimische nachdenkt.
					",2021-03-28T16:01:45+0200,https://www.faz.net/suche/serbien-laedt-nachbarn-zu-corona-impfungen-ein-17267554.html,false
22,"
							Biontech muss Apotheke nicht mit Impfstoff beliefern
			        ","
						Die Impfkampagne der Bundesregierung kommt nur schleppend voran. Eine Apotheke wollte ihre Kunden daher selbst mit Impfstoff versorgen und klagte. Doch eine Pflicht zum Vertragsabschluss besteht laut Gericht nicht.
					",2021-03-28T14:57:21+0200,https://www.faz.net/suche/corona-impfstoff-von-biontech-vorerst-nicht-in-apotheken-17267484.html,false
23,"
							Erzwungene Vereinsamung von Senioren wird ein Fall für Karlsruhe
			        ","
						Trotz Impfung werden Senioren im betreuten Wohnen Kontaktbeschränkungen unterworfen – und leiden darunter körperlich wie geistig. Gerichte fanden das in Ordnung. Jetzt geht ein Fall ans Bundesverfassungsgericht. 
					",2021-03-27T12:55:45+0100,https://www.faz.net/suche/trotz-impfung-erzwungene-vereinsamung-von-senioren-17264658.html,true
24,"
							Söder und Ramelow dringen auf rasche Bestellung von Sputnik V
			        ","
						Bayerns Ministerpräsident Markus Söder will nicht länger auf den  Impfstoff Sputnik V warten. Die EU solle zügig alles tun, um so viel Dosen wie möglich zu erhalten. Sein Thüringer Kollege Bodo Ramelow nennt politische Vorbehalte gegen das russische Präparat „albern“.
					",2021-03-27T06:21:59+0100,https://www.faz.net/suche/soeder-und-ramelow-dringen-auf-rasche-bestellung-von-russischem-vakzin-sputnik-v-17266332.html,false
25,"
							Was treibt Kurz bei der Impfstoff-Debatte an?
			        ","
						Einige werfen Österreichs Bundeskanzler vor, mit seiner Kritik an der Impfstoffverteilung „EU-Bashing“ zu betreiben. Doch zu „Österreich first“ passt Kurz’ Rhetorik nicht. Er nennt andere Gründe.
					",2021-03-26T21:19:06+0100,https://www.faz.net/suche/oesterreichs-kanzler-kurz-und-die-impfstoffverteilung-17265397.html,false
26,"
							Keine Speziallagerung mehr für Biontech-Impfstoff
			        ","
						Der Corona-Impfstoff von Biontech/Pfizer kann nun vorübergehend auch bei weniger tiefen Temperaturen gelagert werden. Das hat die Europäische Arzneimittelbehörde entschieden. Damit können nun auch Hausärzte das Präparat verimpfen.  
					",2021-03-26T17:03:12+0100,https://www.faz.net/suche/gruenes-licht-fuer-hausaerzte-keine-speziallagerung-mehr-fuer-biontech-impfstoff-17265849.html,false
27,"
							Biontech und Pfizer prüfen Impfstoff an Kindern
			        ","
						Nach Astra-Zeneca prüft nun auch Biontech-Pfizer die Wirkung und Sicherheit ihres RNA-Impfstoffs an jüngeren Kindern. Mit der Impfung könnte Anfang 2022 begonnen werden.     
					",2021-03-26T11:33:49+0100,https://www.faz.net/suche/rna-vakzine-biontech-pfizer-pruefen-corona-impfstoff-an-kindern-17264488.html,false
28,"
							Biontech/Pfizer testen Corona-Impfstoff an Kindern
			        ","
						Schon seit Herbst prüfen die beiden Unternehmen ihren Impfstoff an Jugendlichen zwischen 12 und 15 Jahren. Jetzt sind auch die Jüngeren dran. In Phase 1 geht es zunächst um die richtige Dosis.
					",2021-03-26T11:32:35+0100,https://www.faz.net/suche/biontech-pfizer-testen-ihren-corona-impfstoff-an-kindern-17264561.html,false
29,"
							EU-Länder wollen besser kontrollieren, nicht generell verbieten
			        ","
						Fast neun Stunden dauerte die Videokonferenz der EU-Staats- und Regierungschefs. Kommissionschefin Ursula von der Leyen versprach erheblich mehr Impfstoff im zweiten Quartal. Das Rätsel um die in Italien aufgefundenen Impfdosen ist gelöst.
					",2021-03-25T23:54:00+0100,https://www.faz.net/suche/export-von-corona-impfstoff-eu-will-verstaerkte-kontrollen-17264103.html,false
30,"
							Biden verdoppelt Zielmarke der Impfkampagne
			        ","
						Bei seiner ersten formellen Pressekonferenz betont der amerikanische Präsident die Fortschritte seiner Regierung bei den Corona-Impfungen. Aussagen macht Biden auch über den Truppenabzug aus Afghanistan und seine Wiederwahl.
					",2021-03-25T20:37:10+0100,https://www.faz.net/suche/200-millionen-corona-impfungen-in-usa-joe-biden-verdoppelt-ziel-17263859.html,false
31,"
							Erdogan hat seine Prioritäten geändert
			        ","
						Lange ergriff Ankara Partei für die Uiguren in China. Heute steht die Partnerschaft mit Peking im Vordergrund. Das zeigt sich auch beim Besuch des chinesischen Außenministers.
					",2021-03-25T20:03:57+0100,https://www.faz.net/suche/chinas-aussenminister-wang-yi-zu-besuch-in-der-tuerkei-17263537.html,false
32,"
							EU-Gipfel für bessere Kontrolle von Impfstoff-Exporten
			        ","
						Die EU möchte den Impfstoffexport besser kontrollieren. Mitgliedstaaten können diesen nun im Einzelfall untersagen – Entwicklungsländer soll das aber nicht treffen.
					",2021-03-25T19:58:02+0100,https://www.faz.net/suche/eu-staaten-beraten-ueber-impfstoffexporte-17263581.html,false
33,"
							Moderna plant Impfstoffwerk im Osten Deutschlands
			        ","
						In zwei Jahren soll ein neues Moderna-Werk in Deutschland die Produktion aufnehmen. Doch das Verhältnis zur Bundesregierung ist angespannt – sie knüpft ihre Unterstützung an eine Bedingung.
					",2021-03-25T18:38:09+0100,https://www.faz.net/suche/moderna-plant-impfstoffwerk-im-osten-deutschlands-17263623.html,false
34,"
							Impfstoff ist nicht frei wählbar
			        ","
						Ein Mann hatte per Eilantrag verlangt, unverzüglich mit dem Impfstoff von Biontech oder Moderna geimpft zu werden. Dies stehe ihm nicht zu, entschieden die Richter. 
					",2021-03-25T16:43:27+0100,https://www.faz.net/suche/gerichtsentscheidung-buerger-koennen-imfpstoff-nicht-frei-waehlen-17263189.html,false
35,"
							Hunderttausende Berliner gehen nicht zur Impfung
			        ","
						Viele nehmen offenbar das Impfangebot mit dem Wirkstoff Astra-Zeneca nicht wahr. Berlins Regierender Bürgermeister schlägt vor, die Strategie zu ändern und auch Studierende und Azubis zu impfen. 
					",2021-03-25T16:08:19+0100,https://www.faz.net/suche/wieso-hunderttausende-berliner-impftermine-ungenutzt-bleiben-17262973.html,false
36,"
							Wie weiter in der Pandemie?
			        ","
						Die Ruhetage an Ostern sind gestrichen, jetzt kommen mögliche Verbote von Urlaubsreisen ins Spiel. Die EU debattiert über Impfstoff-Gerechtigkeit. Und in Köln sorgt ein zurückgehaltenes Gutachten für Aufsehen. Der Newsletter für Deutschland.
					",2021-03-25T06:39:23+0100,https://www.faz.net/suche/f-a-z-fruehdenker-wie-weiter-in-der-pandemie-17262063.html,false
37,"
							Ist der Corona-Impfstoff in der EU ungleich verteilt?
			        ","
						Österreichs Bundeskanzler Sebastian Kurz beklagt einen „Basar“ bei der Impfstoffverteilung. In Brüssel versucht man, den Streit vom EU-Gipfel fernzuhalten und einen Kompromiss zu finden.
					",2021-03-24T21:19:52+0100,https://www.faz.net/suche/vorstoss-von-sebastian-kurz-ist-der-corona-impfstoff-in-der-eu-ungleich-verteilt-17261226.html,false
38,"
							Vorerst kein Astra-Zeneca in Praxen
			        ","
						Hausärzte sollen das bisher deutlich zu langsame Impftempo beschleunigen. Doch das britische Vakzin wird dort erst einmal nicht verabreicht – und auch der Impfstoff von Moderna macht Sorgen.
					",2021-03-24T18:22:20+0100,https://www.faz.net/suche/astrazeneca-vorerst-keine-corona-impfungen-beim-hausarzt-17261558.html,true
39,"
							Wo es beim Impfen, Testen, Nachverfolgen hakt
			        ","
						Die Politik hatte versprochen, mit diesen Mitteln mehr Freiheit zu ermöglichen – doch es hapert an allen Ecken und Enden. Eine Bestandsaufnahme.

					",2021-03-24T10:35:32+0100,https://www.faz.net/suche/wo-es-bei-corona-impfung-test-und-nachverfolgung-hakt-17259954.html,false
40,"
							Brasilien meldet erstmals mehr als 3000 Corona-Tote
			        ","
						Mehr als 80.000 Neuinfektionen an einem Tag. In Brasilien schlägt die Mutante mit voller Wucht zu. Präsident Bolsonaro wird als „Mörder“ bezeichnet.
					",2021-03-24T06:42:36+0100,https://www.faz.net/suche/brasilien-meldet-mehr-als-3000-corona-tote-an-einem-tag-17260414.html,false
41,"
							Keine Impf-Angst vor Schüttelfrost
			        ","
						Im Podiumsgespräch mit F.A.Z.-Redakteur Sascha Zoske macht Sanofi-Geschäftsführer Jochen Maas Mut. Er glaubt, dass bis Ende September alle Deutschen ein Impfangebot bekommen werden.
					",2021-03-23T17:41:31+0100,https://www.faz.net/suche/wissenschaft-im-dialog-sanofi-geschaeftsfuehrer-maas-zu-impfungen-und-astra-zeneca-17259672.html,true
42,"
							EU-Impfchefin droht Astra-Zeneca
			        ","
						Ein Ausfuhrstopp der EU für den Corona-Impfstoff des britisch-schwedischen Herstellers Astra-Zeneca rückt näher. „Wir werden handeln“, sagt die Generaldirektorin der Gesundheitsabteilung der EU-Kommission, Sandra Gallina, im EU-Parlament. 
					",2021-03-23T12:06:16+0100,https://www.faz.net/suche/astrazeneca-fuer-die-eu-sandra-gallina-will-impfstoff-sichern-17259188.html,false
43,"
							Amerikanische Wissenschaftler kritisieren Astra-Zeneca
			        ","
						Wissenschaftler einer Fachkommission bezweifeln neue Testergebnisse von Astra-Zeneca in Amerika. Die Angaben des Unternehmens beruhten offenbar auf veralteten Daten, heißt es.
					",2021-03-23T10:00:33+0100,https://www.faz.net/suche/astrazeneca-daten-zeigen-ungenauen-blick-auf-impfstoff-wirksamkeit-17258835.html,false
44,"
							So unterschiedlich wird auf der Welt gegen Corona geimpft
			        ","
						In Deutschland läuft die Impfkampagne gegen das Coronavirus weiter schleppend, in Israel dürfen dagegen immer mehr Menschen wieder in Bars und Cafés sitzen. Wie aber sieht es in anderen Ländern aus? Ein Überblick.

					",2021-03-23T08:05:34+0100,https://www.faz.net/suche/corona-impfungen-weltweit-wie-sieht-es-in-anderen-laendern-aus-17258776.html,false
45,"
							Wenn Urlaub an Ostern, dann in der Region
			        ","
						In Hessen werden bis Mitte April die Corona-Restriktionen wohl kaum verändert. Familienbesuche an den Feiertagen sind umstritten, Ferien sollen in der Heimat gemacht werden. 
					",2021-03-22T20:55:13+0100,https://www.faz.net/suche/corona-beschluesse-fuer-hessen-einschraenkungen-kaum-veraendert-17258483.html,true
46,"
							Zugeständnisse aus London?
			        ","
						Ursula von der Leyen hat wiederholt damit gedroht, die Ausfuhr von Impfstoffen ins Königreich zu unterbinden, wenn Dosen nicht auch in die andere Richtung geliefert würden. Geht Boris Johnson nun darauf ein?
					",2021-03-22T19:23:16+0100,https://www.faz.net/suche/streit-um-impfstoffversorgung-zugestaendnisse-aus-london-17257980.html,false
47,"
							In der dritten Welle der Corona-Pandemie
			        ","
						Die Zahl der Neuinfektionen steigt. Wenn das Wachstum nicht schnell gestoppt wird, sind wir an Ostern wieder da, wo wir schon an Weihnachten waren. Was also bleibt als Ausweg?

					",2021-03-22T13:36:53+0100,https://www.faz.net/suche/keine-corona-lockerungen-der-ausweg-aus-der-dritten-welle-17256183.html,true
48,"
							Der Impfstoff-Streit verschärft sich
			        ","
						Die EU droht wegen des Mangels an Corona-Impfstoff mit Exportbeschränkungen gegen Großbritannien. Der britische Premier sucht das Gespräch. Eine neue Studie bescheinigt dem Astra-Zeneca-Vakzin derweil eine hohe Wirksamkeit und kein Risiko für Thrombose. 
					",2021-03-22T11:11:09+0100,https://www.faz.net/suche/eu-und-grossbritannien-streit-um-corona-impfstoff-verschaerft-sich-17257415.html,false
49,"
							Wie sich saisonale Effekte auf das Virus auswirken
			        ","
						Reisen, Restaurantbesuche, Freunde treffen: Der Sommer 2020 hatte fast den Anstrich von Normalität. Werden die Fallzahlen mit steigenden Temperaturen sinken? Womit ist in diesem Jahr zu rechnen? Ein Überblick. 
					",2021-03-22T08:37:01+0100,https://www.faz.net/suche/corona-sommer-womit-ist-in-diesem-jahr-zu-rechnen-17257229.html,false
50,"
							Italien bereitet sich auf einen Alleingang vor
			        ","
						Ministerpräsident Mario Draghi will die Impfkampagne in Italien beschleunigen. Notfalls auch ohne die EU. Dafür wird in Rom jetzt auch Sputnik V getestet.
					",2021-03-21T22:31:48+0100,https://www.faz.net/suche/corona-impfung-in-eu-italien-bereitet-sich-auf-alleingang-vor-17256573.html,true
51,"
							Laute Rufe nach einem Kurswechsel
			        ","
						Kommunalpolitiker, Unternehmen und Künstler fürchten eine Rückkehr zum strikten Lockdown. Sie fordern andere Maßstäbe.
					",2021-03-21T17:34:41+0100,https://www.faz.net/suche/warum-die-wirtschaft-eine-rueckkehr-zum-lockdown-fuerchtet-17256526.html,false
52,"
							Immer Ärger mit Astra-Zeneca
			        ","
						Ein billiger und hochwirksamer Impfstoff für die ganze Welt: Der Pharmakonzern Astra-Zeneca wollte mit seinem Vakzin nur helfen. Wie konnte das so schiefgehen?
					",2021-03-21T16:11:58+0100,https://www.faz.net/suche/astrazeneca-wollte-mit-hochwirksamen-corona-impfstoff-nur-helfen-17255507.html,true
53,"
							Biontech-Gründer erwarten Lockdown-Ende im Herbst
			        ","
						In vielen Ländern Europas und in Amerika werde bereits im Sommer das Leben wieder normaler werden. Die Impfstoff-Entwickler erwarten nicht, dass von neuen Mutationen ein Rückschlagsrisiko ausgeht.
					",2021-03-21T10:21:00+0100,https://www.faz.net/suche/biontech-gruender-rechnen-mit-ende-der-lockdown-politik-17255886.html,false
54,"
							Warum Amerika schneller impft als andere Nationen
			        ","
						Schnelligkeit vor Sicherheit: Die Vereinigten Staaten sind Deutschland und anderen Industrieländern beim Impfen gegen das Coronavirus meilenweit voraus – die Gründe dafür liegen auf dem Tisch.

					",2021-03-21T09:20:52+0100,https://www.faz.net/suche/pandemie-warum-amerika-schneller-impft-als-andere-nationen-17254246.html,true
55,"
							Die zwei Gesichter der SPD
			        ","
						Es gibt im Moment zwei SPDs: Die eine befasst sich mit Anliegen identitärer Splittergruppen, die andere macht gute Politik. Nur eine hat eine Zukunft. 
					",2021-03-20T18:03:12+0100,https://www.faz.net/suche/identitaetspolitik-die-zwei-gesichter-der-spd-17254562.html,true
56,"
							„In der Praxis benötigen wir zehn Minuten pro Patient“
			        ","
						Nach Ostern sollen die Hausärzte in Deutschland impfen dürfen – viel zu spät, meint Hausarzt Stefan Monkowski. Im Interview erklärt er, warum er und seine Kollegen viel schneller wären als die bürokratischen Impfzentren.
					",2021-03-20T14:00:08+0100,https://www.faz.net/suche/hausarzt-im-interview-in-der-praxis-benoetigen-wir-zehn-minuten-pro-patient-17253882.html,true
57,"
							Was beim Impfgipfel beschlossen wurde
			        ","
						Ab April sollen die Hausärzte in die Impfkampagne eingebunden werden, und es wird mehr Impfstoff an die Grenzen geliefert. Dazu bekommen die Apotheken eine entscheidende Rolle. Die Beschlüsse im Überblick.

					",2021-03-19T20:21:51+0100,https://www.faz.net/suche/aerzte-apotheken-grenzgebiete-was-beim-impfgipfel-beschlossen-wurde-17254391.html,false
58,"
							Hausärzte impfen nach Ostern, Inzidenz-Notbremse am Montag
			        ","
						Fünf Bundesländer mit Außengrenzen sollen zusätzliche Impfdosen erhalten.  Mit Blick auf das Bund-Länder-Treffen am Montag kündigte Kanzlerin Merkel an, dass Lockerungen wieder zurückgenommen werden müssten.
					",2021-03-19T18:43:28+0100,https://www.faz.net/suche/hausaerzte-impfen-nach-ostern-inzidenz-notbremse-am-montag-17254709.html,false
59,"
							Arztpraxen könnten nach Ostern mit Impfstoff beliefert werden
			        ","
						Laut einer Beschlussvorlage zum anstehenden Impfgipfel könnten Hausärzte schon in der Woche nach Ostern mit Impfstoff versorgt werden. Die Impfreihenfolge bleibt demnach unangetastet. Ende April soll die Kampagne deutlich Fahrt gewinnen.
					",2021-03-19T16:02:37+0100,https://www.faz.net/suche/hausaerzte-koennten-noch-im-april-impfstoff-bekommen-17254070.html,false
60,"
							Biontech-Gründer erhalten Bundesverdienstkreuz
			        ","
						Bundespräsident Steinmeier hat Özlem Türeci und Ugur Sahin für die Entwicklung ihres Covid-19-Impfstoffs ausgezeichnet.  
					",2021-03-19T15:49:06+0100,https://www.faz.net/suche/biontech-gruender-erhalten-bundesverdienstkreuz-17254445.html,false
61,"
							Spahn: „Vielleicht müssen wir Schritte rückwärts gehen“
			        ","
						Nicht nur der Gesundheitsminister schätzt die Corona-Lage düster ein. RKI-Vizepräsident Schaade stimmt auf abermals „schwere Wochen“ ein. Und SPD-Gesundheitspolitiker Lauterbach fordert: „Wir müssen zurück in den Lockdown.“
					",2021-03-19T11:22:49+0100,https://www.faz.net/suche/rki-und-jens-spahn-wollen-zurueck-in-den-corona-lockdown-17253169.html,false
62,"
							Feine Spitzen in Richtung München
			        ","
						Österreichs Bundeskanzler ist in Berlin. Termine hat er nicht mit Angela Merkel, dafür aber mit dem CDU-Vorsitzenden Armin Laschet. Der nutzt die Gelegenheit, um die „Kooperation über Grenzen hinweg“ zu loben.
					",2021-03-19T09:39:32+0100,https://www.faz.net/suche/laschet-empfaengt-sebastian-kurz-kooperation-ueber-grenzen-hinweg-17253019.html,false
63,"
							Die Jüngsten zum Nutzen der Älteren impfen?
			        ","
						Als Risikogruppe gelten Kinder nicht. Aber auch sie können Folgeschäden einer Covid-19-Infektion erleiden. Soll man also einen Impfstoff speziell für die Jüngsten entwickeln?
					",2021-03-19T08:50:48+0100,https://www.faz.net/suche/corona-impfstoff-fuer-kinder-zum-nutzen-der-risikogruppe-17251865.html,true
64,"
							Briten werden beim Impfen ausgebremst
			        ","
						Die britische Gesundheitsbehörde rechnet damit, dass sich die Menge an verfügbarem Impfstoff erheblich verringern wird. Die Impfziele würden zwar noch erreicht, aber nicht mehr — wie bislang —übertroffen.
					",2021-03-18T18:37:42+0100,https://www.faz.net/suche/corona-impfstoff-britische-behoerde-warnt-vor-knappheit-17252091.html,false
65,"
							Amerikas Konzerne bemängeln Deutschlands digitale Infrastruktur
			        ","
						Trotz Milliarden-Investitionen von Tesla und Apple beklagen amerikanische Manager den Zustand der Digitalisierung hierzulande. Aber sie sehen auch vieles am Standort positiv, wie eine Umfrage zeigt.
					",2021-03-18T15:57:16+0100,https://www.faz.net/suche/us-konzerne-kritisieren-digitale-infrastruktur-in-deutschland-17251614.html,false
66,"
							Hat Macron die Wette verloren?
			        ","
						Der französische Präsident beharrte darauf, nicht auf seinen Wissenschaftsrat zu hören und auf einen Lockdown zu verzichten. Doch die Corona-Lage hat sich dramatisch verschlimmert. Nun droht eine Ausgangssperre.
					",2021-03-18T14:00:57+0100,https://www.faz.net/suche/hohe-corona-zahlen-in-frankreich-macrons-verzicht-auf-den-lockdown-17251331.html,false
67,"
							Noch drei Monate warten auf Curevac
			        ","
						Mehr Tempo ist in Tübingen nicht in Sicht: Die neuen Virus-Varianten könnten die laufenden Studien bei Curevac beeinflussen. Den Anlegern scheint das nicht zu gefallen.

					",2021-03-17T19:51:57+0100,https://www.faz.net/suche/corona-impfstoff-von-curevac-mutation-kann-studie-beeinflussen-17250143.html,false
