,title,release_date,snippet,teaser_text,teaser_title,href
10,"Traumatisierte Nazis, aus der Ferne betrachtet",2020-10-22T10:06:05Z, Familienvorfahren (in Lenzes Roman Der Empfänger) oder einer weiten Reise bis nach Zentralasien (in Fritschs Roman Herzklappen von <em>Johnson</em> & <em>Johnson</em>) beschreiben diese Verfasserinnen das Rätsel der NS-Verstrickung,Der deutschsprachige Familienroman krankte lange Jahre an zu großer Nähe der Schreibenden zu Täterinnen und Tätern. Eine neue Generation wagt nun den distanzierten Blick.,"Traumatisierte Nazis, aus der Ferne betrachtet",http://www.zeit.de/kultur/literatur/2020-10/familienromane-literatur-ns-geschichte-generationen
11,Joe Biden weist Korruptionsvorwürfe zurück,2020-10-21T21:57:49Z," Heimatschutz-Ausschusses im Senat, Ron <em>Johnson</em>. <em>Johnson</em> hatte dem Sender Fox News gesagt, Bidens Sohn Hunter und andere Familienmitglieder hätten aus dem prominenten Nachnamen Profit geschlagen. Die",Wegen der Ukraine-Geschäfte von Bidens Sohn wirft Donald Trump seinem Herausforderer Korruption vor. Der Demokrat bezeichnet die Vorwürfe als Verleumdungskampagne.,Joe Biden weist Korruptionsvorwürfe zurück,http://www.zeit.de/politik/ausland/2020-10/us-praesidentschaftswahl-joe-biden-korruptionsvorwuerfe-ukraine-donald-trump
12,"Ein Piks, ein Pflaster, eine Sehnsucht",2020-10-21T14:48:40Z," Zufall ist oder ob die Todesfälle mit dem Impfstoff zusammenhängen. Sowohl Astra Zeneca als auch <em>Johnson</em> & <em>Johnson</em> mussten ihre klinischen Studien zwischenzeitlich pausieren lassen, als es zu","Ein Impfstoff soll die Corona-Pandemie beenden. Wann es ihn endlich geben wird, wer ihn zuerst bekommt und was bis dahin noch passieren muss",Warum das mit der Corona-Impfung noch dauert,http://www.zeit.de/2020/44/corona-impfstoff-covid-19-zulassung-immunisierung-infektionsschutz
13,Die undurchsichtigen Impfstoffverträge der EU,2020-11-27T04:58:11Z,<em>Johnson</em> & <em>Johnson</em>. Sanofi-GSK. AstraZeneca. BioNTech und Pfizer. CureVac. Moderna. Mit diesen Pharmaherstellern hat die Europäische Union bereits Verträge über die Lieferung eines möglichen Corona,"Die EU hat bereits mit sechs Herstellern Verträge über Impfstofflieferungen geschlossen. Fast niemand weiß, was drinsteht. Außerdem: Was macht Sergej Lawrow in Minsk?",Die undurchsichtigen Impfstoffverträge der EU,http://www.zeit.de/politik/2020-11/europaeische-union-impfstoff-vertraege-hersteller-nachrichtenpodcast
14,EU schließt Impfstoff-Vertrag auch mit Moderna ab,2020-11-24T16:55:18Z," Anbietern <em>Johnson</em>&<em>Johnson</em>, Sanofi-GSK und AstraZeneca, Pfizer-Biontech und Curevac geschlossen.
Insgesamt sicherte sich die Kommission in Brüssel bislang mehr als 1,3 Milliarden Dosen, mit Optionen wären es",Die Vakzine des US-Konzerns zählen zu den aussichtsreichsten – und sind künftig auch in der EU zu haben. Die Brüsseler Kommission schließt den sechsten Impfstoffvertrag.,EU schließt Impfstoff-Vertrag auch mit Moderna ab,http://www.zeit.de/wirtschaft/2020-11/corona-impfstoff-eu-moderna-pharmakonzern
15,Zweifel an Lockerungen über die Feiertage nehmen zu,2020-12-05T17:00:18Z," <em>Johnson</em> & <em>Johnson</em>. Millionen Bundesbürger könnten schon im Frühjahr durch Impfungen immun sein. Auf die Frage, ob Deutschland im Herbst mit dem Gröbsten durch sei, antwortete der Minister: ""Wenn möglichst","Fünf Wochen dauert der Teil-Lockdown – doch die Infektionszahlen gehen nicht zurück. Mehrere Politiker fordern, die Lockerungen über die Feiertage wieder zurückzunehmen.",Zweifel an Lockerungen über die Feiertage nehmen zu,http://www.zeit.de/politik/deutschland/2020-12/kontaktbeschraenkungen-deutschland-union-spd-lockerungen-feiertage
16,So viel zur globalen Solidarität,2020-12-03T06:26:13Z," Vakzine, dass bei minus 70 Grad gelagert und transportiert werden muss, wird in Mali oder Sambia nicht viel ausrichten. Rettung verspräche da zum Beispiel der US-Pharmakonzern <em>Johnson</em>&<em>Johnson</em> mit einem","Die Impfstoffe kommen, die reichen Länder haben reserviert und kaufen den Markt leer. Initiativen, sie auch ärmeren Ländern zugänglich zu machen, fehlt dagegen das Geld.",So viel zur globalen Solidarität,http://www.zeit.de/politik/ausland/2020-12/impfstrategie-global-coronavirus-impfstoff-verteilung-ungerechtigkeit
17,"Was die Impfung kann, die Deutschland bekommen soll",2020-12-12T04:01:11Z," ebenfalls eine Zulassung in den USA und Europa beantragt. Und auch ChAdOx1-S, ein Vektorimpfstoff von der University of Oxford und AstraZeneca, sowie der Impfstoff von <em>Johnson</em> & <em>Johnson</em> gelten als",Am 21. Dezember könnte Europa die erste Corona-Impfung zulassen. Dann kann in Deutschland geimpft werden. Wie gut schützt die Impfung und welche Nebenwirkungen gibt es?,"Was die Impfung kann, die Deutschland bekommen soll",http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfstoff-biontech-usa-wirksamkeit-nebenwirkungen-europa-faq
18,Impfe und herrsche,2020-12-09T15:53:05Z," wirksamer Stoffe zu sichern. Die EU handelte sechs Verträge über insgesamt rund 1,3 Milliarden Impfstoffdosen aus: mit BioNTech/Pfizer, Moderna, AstraZeneca, <em>Johnson</em> & <em>Johnson</em>, Sanofi/GlaxoSmithKline und","Europa, die USA, China und Russland wetteifern darum, das drängendste Problem der Welt zu lösen und damit ihren Einfluss auszubauen. Wessen Strategie geht auf?",Jetzt kommt die Macht aus den Reagenzgläsern,http://www.zeit.de/2020/52/corona-impfung-strategie-gesundheitssystem-europa-usa-china-russland
19,Der große Impfplan,2020-12-07T10:33:21Z," stehen. Die EU und auch Deutschland haben schon Lieferverträge mit AstraZeneca, BioNTech-Pfizer, CureVac, <em>Johnson</em> & <em>Johnson</em>, Moderna und Sanofi-GSK geschlossen. So sollen eine schnelle Lieferung und",Die Impfungen gegen Corona können endlich starten. Wer kommt zuerst dran – wer muss warten? Und wo gibt es Termine? Die wichtigsten Fakten und eine Karte der Impfzentren,Der große Impfplan,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfzentrum-deutschland-aktuell-impfung-karte
20,Deutschland stellt sich hinten an,2020-12-16T16:00:09Z," Millionen Einwohner.
Vielleicht kommt die deutsche CureVac mit ihrem Impfstoff im nächsten Jahr, vielleicht bald auch der US-Konzern <em>Johnson</em> & <em>Johnson</em> – bei beiden hat die EU bestellt. Sie stellen bisher aber","Die USA, Großbritannien und Kanada haben große Mengen Impfstoffe bestellt. Die Bundesregierung hat dagegen beim Impfen ganz auf Europa gesetzt – und krachend verloren.",Deutschland stellt sich hinten an,http://www.zeit.de/2020/53/corona-impfungen-impfstoff-deutschland-europa-grossbritannien-usa
21,"""Impfen ist der Schlüssel raus aus dieser Pandemie""",2020-12-30T10:39:15Z," Impfstoffe weiterer Unternehmen wie <em>Johnson</em> & <em>Johnson</em>, AstraZeneca und Curevac zugelassen würden. Er rechnet damit, dass in der kommenden Woche ein weiterer Impfstoff zugelassen werde, der von Moderna.
Am","Der Bundesgesundheitsminister setzt große Hoffnungen in die Impfkampagne. 60.000 Menschen seien bereits geimpft, eine Rückkehr zur Normalität aber noch weit entfernt.","""Impfen ist der Schlüssel raus aus dieser Pandemie""",http://www.zeit.de/wissen/gesundheit/2020-12/jens-spahn-rki-pressekonferenz-corona-impfstart-lockdown
22,Die Entdeckung der Langsamkeit,2021-01-06T16:02:20Z, Pharmafirmen AstraZeneca und <em>Johnson</em> & <em>Johnson</em> befinden sich in der ersten Zulassungsphase. Beide setzen auf ein anderes Wirkprinzip als die Konkurrenz. Mit ihren Impfungen schleusen sie über harmlose,"Kaum wird geimpft, ist das Geschrei groß: schlecht verhandelt, zu wenig Impfstoff, zu langsam verteilt. Wie berechtigt die Kritik wirklich ist und was nun Hoffnung macht",Was beim Start der Impfkampagne schiefging,http://www.zeit.de/2021/02/corona-impfstart-impfkamagne-impfstoff-logistik-gesundheitspolitik
23,So viele Menschen wurden bisher gegen Covid-19 geimpft,2021-01-11T13:26:07Z," nicht von der Bundesregierung bestätigt. Lieferzahlen zum Impfstoff des US-Herstellers <em>Johnson</em>&<em>Johnson</em> fehlen dagegen immer noch. Dessen Zulassung steht kurz bevor. Offen ist aber weiterhin, wann ersten","In Deutschland wird der erste Corona-Impfstoff verabreicht. Wir zeigen auf einer Karte, wie die Impfungen vorankommen, und vergleichen dies international.",So viele Menschen wurden bisher gegen Covid-19 geimpft,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfung-deutschland-anzahl-impfquote-aktuelle-zahlen-karte
24,Spitzenpolitiker warnen vor Grenzschließungen in Europa,2021-01-21T09:20:05Z," Zulassung von neuen Impfstoffen in Kürze. Ende nächster Woche könnte der Hersteller AstraZeneca die EU-Zulassung bekommen, in den Wochen danach womöglich die Mittel von <em>Johnson</em> & <em>Johnson</em> und CureVac. Zudem",Vor dem Gipfel der europäischen Regierungschefs am Abend warnen Politiker aller Parteien vor erneuten Grenzschließungen. Alle EU-Länder müssten nun synchron handeln.,Spitzenpolitiker warnen vor Grenzschließungen in Europa,http://www.zeit.de/politik/ausland/2021-01/eu-corona-gipfel-impfung-pandemie-impfpass-grenzschliessungen-grenzkontrollen
25,Johnson & Johnson gibt Impfstoffwirksamkeit mit 66 Prozent an,2021-01-29T15:56:35Z,Der Corona-Impfstoffkandidat des US-Konzerns <em>Johnson</em> & <em>Johnson</em> ist nach Unternehmensangaben schon nach einer Spritze wirksam – allerdings nicht im gleichen Ausmaß wie zwei Dosen der Mittel von,Die Wirksamkeit des Impfstoffs liegt deutlich niedriger als bei anderen Unternehmen. Allerdings soll er besonders gut vor schweren Verläufen schützen.,Johnson & Johnson gibt Impfstoffwirksamkeit mit 66 Prozent an,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfstoff-johnson-johnson-wirksamkeit-coronavirus
26,"""Es liegen noch einige harte Wochen der Impfstoff-Knappheit vor uns""",2021-01-29T09:56:02Z," Quartal sei zudem mit den Impfstoffen von Curevac und <em>Johnson</em> & <em>Johnson</em> zu rechnen. Ziel sei weiter, allen Menschen bis zum Sommer ein Impfangebot machen zu können.
Der Chef des Robert Koch-Instituts","Bundesgesundheitsminister Jens Spahn appelliert beim Thema Impfen an die Geduld der Bevölkerung. Positiv sei, dass die Fallzahlen zurückgingen.","""Es liegen noch einige harte Wochen der Impfstoff-Knappheit vor uns""",http://www.zeit.de/politik/deutschland/2021-01/coronavirus-jens-spahn-neuinfektionen-leichter-rueckgang-lockdown-gesundheitsminister-bundespressekonferenz
27,Zwei Prozent der Bevölkerung gegen Covid geimpft,2021-01-26T15:40:24Z," darüber hinaus: 56,2 Millionen Dosen von AstraZeneca, bis zu 73 Millionen Dosen von CureVac und 37,25 Millionen Dosen von <em>Johnson</em> & <em>Johnson</em>.
Die EU-Gesundheitsbehörde ECDC soll die Daten zu gelieferten und","Die Corona-Immunisierung in Deutschland geht nur langsam voran: 1,6 Millionen Bürger wurden bisher einmal geimpft. Grund sind Lieferengpässe und schlechte Organisation.",Zwei Prozent der Bevölkerung gegen Covid geimpft,http://www.zeit.de/wissen/2021-01/coronavirus-immunisierung-impfstoff-produktion-engpass-logistik
28,EU-Staaten weisen auf mögliche Probleme bei Impfstoff hin,2021-02-05T20:03:52Z,"Mehrere EU-Staaten zeigen sich besorgt darüber, dass der US-Pharmakonzern <em>Johnson</em> & <em>Johnson</em> in Europa produzierte Dosen seines Impfstoffkandidaten zur Endfertigung in die USA exportieren will. Die",Vier Regierungschefs haben die EU auf drohende Lieferprobleme beim Impfstoff der US-Firma Johnson & Johnson hingewiesen. Unter anderem drohten Exporthürden.,EU-Staaten weisen auf mögliche Probleme bei Impfstoff hin,http://www.zeit.de/politik/ausland/2021-02/us-pharmakonzern-johnson-johnson-impfstoff-eu
29,Der neue Wirkstoff aus Russland,2021-02-04T05:01:04Z," die Unternehmen <em>Johnson</em> & <em>Johnson</em>, CureVac und Novovax geben Hoffnung auf neue Impfstoffe, die zugelassen werden könnten. Im Gespräch ist nun auch der russische Wirkstoff Sputnik V. Die frühe Zulassung",Es gibt auch gute Nachrichten zum Thema Impfen. Eine davon: Sputnik V. Außerdem im Nachrichtenpodcast: Sitzen bald Klimaaktivisten in den Landtagen?,Der neue Wirkstoff aus Russland,http://www.zeit.de/politik/2021-02/corona-impfstoff-sputnik-fridays-for-future-nachrichtenpodcast
30,"Schleppend, aber nur für den Moment",2021-02-04T04:26:26Z," in Tests mit Menschen befinden, wurden kürzlich vielversprechende Ergebnisse bekannt. Die Impfstoffkandidaten der Pharmaunternehmen <em>Johnson</em> & <em>Johnson</em> und Novavax haben sich Unternehmensmitteilungen zufolge",Bis April bleibt es knapp mit den Impfstoffen. Daran kann die Politik nichts ändern. Doch ob Sputnik oder andere Impfungen: Neues aus der Forschung lässt zu Recht hoffen.,"Schleppend, aber nur für den Moment",http://www.zeit.de/wissen/2021-02/corona-impfstoffe-forschung-knappheit-astra-zeneca-moderna-pfizer
31,Wären bloß die Mutanten nicht,2021-02-03T12:54:42Z, Professor Calum Semple von der britischen wissenschaftlichen Beratungskommission Sage und der Universität Liverpool am Dienstag. Zuletzt hatten Daten der US-Firma Novavax sowie <em>Johnson</em> & <em>Johnson</em> darauf,In Großbritannien werden Hunderttausende täglich durch die Impfzentren geschleust. Auch der Lockdown wirkt. Doch jetzt gefährden die neuen Virusvarianten den Erfolgsplan.,Wären bloß die Mutanten nicht,http://www.zeit.de/politik/ausland/2021-02/corona-impfungen-grossbritannien-mutation-b-1-1-7-neuinfektionen
32,Wahlen werden heute mit der Spritze entschieden,2021-02-02T10:08:52Z," Biologie, <em>Johnson</em> & <em>Johnson</em>, Sanofi und Schott – musste zum Rapport. Während sich die für das Debakel unmittelbar verantwortliche EU-Kommissionschefin Ursula von der Leyen in Protektionismus und",Boris Johnson hat sich politisch durch eine erfolgreiche Impfkampagne gerettet. In der deutschen Politik aber geht im Wahljahr die große Angst vor dem Impffrust um.,Wahlen werden heute mit der Spritze entschieden,http://www.zeit.de/politik/deutschland/2021-02/corona-impfgipfel-pandemie-astrazeneca-biontech-angela-merkel
33,Bundesregierung geht von breiter Impfstoff-Verfügbarkeit im Herbst aus,2021-02-01T14:41:18Z," Moderna. Dazu sollen weitere 16,9 Millionen Dosen von AstraZeneca kommen. Wenn die EMA-Zulassung erfolgen sollte, kämen dann zudem 10,1 Millionen Dosen von <em>Johnson</em> & <em>Johnson</em> und 3,5 Millionen Dosen von","Spätestens im dritten Quartal sollen so viele Vakzine in Deutschland vorhanden sein, dass alle Menschen geimpft werden können. Das geht aus Regierungspapieren hervor.",Bundesregierung geht von breiter Impfstoff-Verfügbarkeit im Herbst aus,http://www.zeit.de/politik/deutschland/2021-02/lieferung-corona-impfstoff-ueberblick-pandemie-krise-impfgipfel
34,Lieferausfall bei AstraZeneca an EU geringer als erwartet,2021-01-31T23:53:06Z," Lieferverträge hat, sagte von der Leyen, es sei wichtig, die derzeit begrenzten Produktionskapazitäten auszubauen. Außer mit BioNTech/Pfizer, Moderna und AstraZeneca hat die EU Lieferverträge mit Sanofi, <em>Johnson</em>",Laut EU-Kommission will der Impfstoffhersteller 40 Millionen Impfdosen bis Ende März liefern. Das ist die Hälfte der ursprünglich anvisierten Menge.,Lieferausfall bei AstraZeneca an EU geringer als erwartet,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfstoff-lieferung-astra-zeneca-eu
35,Ungerechte Impfstoffverteilung könnte die Pandemie verlängern,2021-02-13T15:10:08Z," of India abgeschlossen, zudem gibt es Absichtserklärungen mit <em>Johnson</em> & <em>Johnson</em> und Sanofi-GSK. Die teilweise noch ausstehenden Zulassungen sowie die generelle unsichere Bestelllage erschweren Planung und","Neue Daten zeigen: Während sich reiche Länder 70 Prozent der Impfstoffe gesichert haben, können ärmere Länder womöglich erst 2023 impfen. Ein Ausweg ist nicht in Sicht.",Ungerechte Impfstoffverteilung könnte die Pandemie verlängern,http://www.zeit.de/politik/ausland/2021-02/corona-impfstoff-verteilung-covax-gerechtigkeit-weltweit
36,Es kommt Nachschub,2021-02-10T15:57:25Z,"Das sind gute Nachrichten, die aus Amerika kommen: Zwei weitere Impfstoffe gegen Covid-19 könnten bald zur Verfügung stehen. Der eine wurde vom US-Pharmakonzern <em>Johnson</em> & <em>Johnson</em> entwickelt, der",Zwei US-Unternehmen machen Hoffnung auf neue Corona-Impfstoffe – eines von ihnen stand noch vor Kurzem am Abgrund.,Es kommt Nachschub,http://www.zeit.de/2021/07/corona-impfstoff-usa-johnson-and-johnson-novax
37,EU ordert 300 Millionen weitere Impfdosen von BioNTech/Pfizer,2021-02-08T18:31:39Z," ist, und <em>Johnson</em>&<em>Johnson</em> liefern. 300 Millionen Dosen bestellte die Kommission beim französischen Konzern Sanofi und 160 Millionen Dosen beim US-Unternehmen Moderna, dessen Impfstoff ebenfalls bereits","Die Kommission hatte es Anfang Januar angekündigt, jetzt hat sie dem Vertrag zugestimmt: BioNTech/Pfizer liefern weitere Dosen. 75 Millionen sollen bis Ende März kommen.",EU ordert 300 Millionen weitere Impfdosen von BioNTech/Pfizer,http://www.zeit.de/politik/ausland/2021-02/eu-ordert-300-millionen-weitere-impfdosen-von-biontech-pfizer
38,Britische Regierung wirbt um Vertrauen in AstraZeneca-Impfstoff,2021-02-08T10:56:00Z," abwarten und danach entscheiden, wie weiter vorgegangen wird. In der Zwischenzeit soll verstärkt auf die Impfstoffe von <em>Johnson</em> & <em>Johnson</em> sowie von BioNTech und Pfizer gesetzt werden.
Der britische",Die Vakzine des Pharmakonzerns schützt bei der südafrikanischen Mutante offenbar kaum vor milden und moderaten Verläufen. Südafrika hat die Anwendung ausgesetzt.,Britische Regierung wirbt um Vertrauen in AstraZeneca-Impfstoff,http://www.zeit.de/wissen/gesundheit/2021-02/astrazeneca-impfstoff-suedafrika-corona-mutation-b-1-1-7
39,Spahn erwartet schnellere Impfung von Erziehern und Grundschullehrern,2021-02-20T19:40:02Z,". Bei dem Präparat von <em>Johnson</em> & <em>Johnson</em> sei damit in zwei bis vier Wochen zu rechnen, bei dem von CureVac im April oder Mai.
Wenn das Präparat von <em>Johnson</em> & <em>Johnson</em> zugelassen ist, will die Stiko nach","Der Bundesgesundheitsminister rechnet damit, dass das Personal von Kitas und Grundschulen bald gegen Covid-19 geimpft wird. Die Ständige Impfkommission ist dagegen.",Spahn erwartet schnellere Impfung von Erziehern und Grundschullehrern,http://www.zeit.de/politik/deutschland/2021-02/jens-spahn-gesundheitsminister-impfung-priorisierung-stiko
40,Ein Brutkasten für Europa,2021-02-17T17:25:12Z," der Streit mit AstraZeneca vorerst beigelegt und sind inzwischen drei Impfstoffe in der EU zugelassen, ein vierter – von <em>Johnson</em> & <em>Johnson</em> – soll bald folgen. Aber das, was in den vergangenen Wochen aus","Nicht nur eine wissenschaftliche Offensive zur Pandemiebekämpfung, sondern auch eine politische: Ursula von der Leyen präsentiert die EU-Strategie gegen Virus-Mutationen.",Ein Brutkasten für Europa,http://www.zeit.de/politik/ausland/2021-02/corona-pandemie-eu-mutation-ursula-von-der-leyen
41,Ursula von der Leyen plant EU-Initiative zu Mutanten-Impfstoffen,2021-02-17T07:03:11Z,".
Erwartet wird, dass sich die Impfstoffsituation in den kommenden Wochen entspannt. So teilte die Ema am Dienstag mit, dass der US-Hersteller <em>Johnson</em> & <em>Johnson</em> eine europäische Zulassung für seinen Corona","Corona-Tests sollen auf Mutationen untersucht, angepasste Impfstoffe schneller getestet werden: Die EU-Kommissionspräsidentin will die Pandemiebekämpfung vorantreiben.",Ursula von der Leyen plant EU-Initiative zu Mutanten-Impfstoffen,http://www.zeit.de/wissen/gesundheit/2021-02/coronavirus-impfstoff-mutationen-ursula-von-der-leyen
42,Johnson & Johnson beantragt Impfstoff-Zulassung in der EU,2021-02-16T15:42:04Z,Zwei Wochen nach seinem Zulassungsantrag in den USA hat der US-Pharmakonzern <em>Johnson</em> & <em>Johnson</em> hat bei der Europäischen Arzneimittelbehörde (Ema) eine Zulassung für seinen Impfstoff beantragt,"Der US-Pharmakonzern hat die Zulassung seines Impfstoffs bei der Ema beantragt. Sollte er eine Genehmigung erhalten, wäre er der vierte in der EU verfügbare Impfstoff.",Johnson & Johnson beantragt Impfstoff-Zulassung in der EU,http://www.zeit.de/wissen/gesundheit/2021-02/johnson-johnson-beantragt-impfstoff-zulassung-in-der-eu
43,Kein Impfstoff zweiter Klasse,2021-02-16T12:12:32Z,", AstraZeneca, <em>Johnson</em> & <em>Johnson</em>, Novavax sowie den russischen Impfstoff Sputnik V und die Vakzine von Sinovac aus China. In den Studien musste nicht eine vollständig geimpfte Person wegen Covid-19 ins","Nur 60 Prozent wirksam? Viele halten den AstraZeneca-Impfstoff für minderwertig. Lesen Sie hier noch einmal, warum unterschätzt wird, wie gut auch diese Impfung schützt.",Kein Impfstoff zweiter Klasse,http://www.zeit.de/wissen/gesundheit/2021-02/astrazeneca-corona-impfstoff-wirksamkeit-infektionsschutz-biontech-moderna
