,title,subtitle,date_published,url,is_paid
10,"
							Astra-Zeneca in der Regel nur noch für Menschen über 60
			        ","
						Der Impfstoff soll von Mittwoch an überwiegend bei Menschen über 60 verwendet werden. Gesundheitsminister Spahn: „Ohne Frage ein Rückschlag.“
					",2021-03-30T22:46:21+0200,https://www.faz.net/suche/impfstoff-von-astrazeneca-ab-mittwoch-nur-noch-fuer-menschen-ab-60-17271667.html,false
11,"
							Wie es mit dem Impfen jetzt weitergeht
			        ","
						Zuerst gab es eine Impfempfehlung des Astra-Zeneca-Vakzins nur für Jüngere. Jetzt sollen in der Regel nur noch die Über-60-Jährigen diesen Impfstoff erhalten. Was hat es mit der Empfehlung auf sich? Die wichtigsten Fragen und Antworten.

					",2021-03-30T22:17:46+0200,https://www.faz.net/suche/neue-astrazeneca-regeln-wie-es-mit-der-corona-impfung-weitergeht-17271808.html,false
12,"
							So hat Hessen die drei Versuchs-Kommunen ausgewählt
			        ","
						Die hessische Landesregierung wählt aus den fast 100 Bewerbern Baunatal, Alsfeld und Dieburg als Modellkommunen für Lockerungen aus. Aber warum genau die?
					",2021-03-30T21:01:00+0200,https://www.faz.net/suche/oeffnen-wie-tuebingen-so-hat-hessen-die-drei-modellkommunen-ausgewaehlt-17271395.html,false
13,"
							Astra-Zeneca nur noch für Menschen ab 60 Jahren
			        ","
						Die Ständige Impfkommission empfiehlt den Corona-Impfstoff von Astrazeneca nur noch für Menschen ab 60 Jahren. Hintergrund seien Daten zum Auftreten ""seltener, aber sehr schwerer thromboembolischer Nebenwirkungen"" bei jüngeren Geimpften. 
					",2021-03-30T19:15:33+0200,https://www.faz.net/suche/impfkommission-empfiehlt-astra-zeneca-nur-noch-fuer-menschen-ab-60-jahren-17271676.html,false
14,"
							Doch größere Risiken?
			        ","
						Bei Astra-Zeneca ist der Wurm drin: Weil es neue Fälle von Hirnvenenthrombosen gibt, sollen nur noch ältere Menschen mit dem Vakzin geimpft werden. Das Vertrauen wird auf die Probe gestellt.

					",2021-03-30T18:05:51+0200,https://www.faz.net/suche/astrazeneca-nebenwirkungen-neue-faelle-von-thrombosen-im-gehirn-17270995.html,false
15,"
							Teilweiser Impfstopp für Astra-Zeneca in Berlin
			        ","
						Berlin hat die Impfung mit dem Vakzin von Astra-Zeneca teilweise gestoppt. Personen unter 60 werden vorerst nicht mehr mit dem Wirkstoff geimpft. Dies sei eine reine vorsichtsmaßnahme
					",2021-03-30T15:55:06+0200,https://www.faz.net/suche/teilweiser-impfstopp-fuer-astra-zeneca-in-berlin-17271013.html,false
16,"
							Mehr als eine Million Impfdosen in Hessen verabreicht
			        ","
						Wer darf das Tübinger Modell in Hessen kopieren? Das Land lüftet am Dienstag das Geheimnis. Laubach hat erste Erfahrungen gemacht. Mittlerweile sind mehr als eine Million Impfdosen verabreicht.
					",2021-03-30T15:25:00+0200,https://www.faz.net/suche/hessen-nennt-staedte-fuer-corona-modell-aus-tuebingen-am-dienstag-17270368.html,false
17,"
							Ständige Impfkommission empfiehlt Astra-Zeneca nicht mehr für Jüngere
			        ","
						Nach neuen Berichten über Thrombosen empfiehlt die Stiko das Vakzin von Astra-Zeneca nur noch für Über-60-Jährige. Mehrere Bundesländer hatten die Impfungen für Jüngere mit dem Corona-Impfstoff schon ausgesetzt. 
					",2021-03-30T14:49:39+0200,https://www.faz.net/suche/astrazeneca-impfung-laut-stiko-nicht-mehr-fuer-juengere-empfohlen-17270608.html,false
18,"
							Söder fordert strikten Anti-Corona-Kurs überall in Deutschland
			        ","
						Das Verschieben oder Erhöhen der Schwelle für die Notbremse bringe nichts, sagt der bayerische Ministerpräsident. Er sei sich nicht sicher, ob jeder wirklich den Ernst der Lage verstanden habe.
					",2021-03-30T13:17:40+0200,https://www.faz.net/suche/soeder-fordert-strikten-anti-corona-kurs-ueberall-in-deutschland-17270549.html,false
19,"
							Plötzlich 120.000 Tote mehr
			        ","
						Mit einem Schlag steigt in Mexiko die Zahl der Corona-Toten um 60 Prozent auf 322.000. Nur in den Vereinigten Staaten sind damit mehr Menschen an dem Virus gestorben. Was steckt hinter der ungewöhnlichen Nachricht?
					",2021-03-29T17:13:03+0200,https://www.faz.net/suche/mexikos-corona-statistik-ploetzlich-120-000-tote-mehr-17269162.html,false
20,"
							Gesamte hessische Corona-Landkarte leuchtet rot
			        ","
						50 Prozent mehr neue Corona-Fälle als vor einer Woche meldet Hessen. Die Zahl der nicht ausgestandenen Infektionen stagniert. Ein Kreis kommt dem Inzidenzwert 300 nahe.
					",2021-03-29T15:07:00+0200,https://www.faz.net/suche/corona-in-hessen-50-prozent-mehr-faelle-als-vor-einer-woche-17268963.html,false
21,"
							Vorrangig in der Warteschlange für Impflinge
			        ","
						Eine Frau betreut Schulkinder. Sie gehört zur Priorisierungsgruppe zwei und erhält einen Impftermin, doch kommt ein Impfstopp dazwischen. Nun findet sich die Helferin in der Warteschleife wieder.
					",2021-03-29T07:12:14+0200,https://www.faz.net/suche/corona-vorrangig-in-der-warteschlange-fuer-impflinge-17267922.html,true
22,"
							Wenn jeder Tag Karfreitag ist
			        ","
						Die vorösterliche Stimmung verhagelt, das Land tief gespalten: Die Deutschen sind müde und wütend. Zeit, sich an die gemeinsame Mission zu erinnern.
					",2021-03-28T21:25:42+0200,https://www.faz.net/suche/leben-im-lockdown-wenn-jeder-tag-karfreitag-ist-17264984.html,true
23,"
							Was taugt die Biontech-Aktie?
			        ","
						Auf Unternehmen wie Biontech und Moderna ruhen die Hoffnungen der Welt. Dafür sind die Aktien noch relativ günstig.
					",2021-03-28T16:35:39+0200,https://www.faz.net/suche/impfstoffe-fuers-depot-was-taugt-die-biontech-aktie-17263993.html,true
24,"
							Serbien lädt Nachbarn zum Impfen ein
			        ","
						Serbien impft so schnell, dass es nun kostenlose Dosen für Bürger aus Nachbarstaaten anbietet - und über Sanktionen gegen impfunwillige Einheimische nachdenkt.
					",2021-03-28T16:01:45+0200,https://www.faz.net/suche/serbien-laedt-nachbarn-zu-corona-impfungen-ein-17267554.html,false
25,"
							Söder und Ramelow dringen auf rasche Bestellung von Sputnik V
			        ","
						Bayerns Ministerpräsident Markus Söder will nicht länger auf den  Impfstoff Sputnik V warten. Die EU solle zügig alles tun, um so viel Dosen wie möglich zu erhalten. Sein Thüringer Kollege Bodo Ramelow nennt politische Vorbehalte gegen das russische Präparat „albern“.
					",2021-03-27T06:21:59+0100,https://www.faz.net/suche/soeder-und-ramelow-dringen-auf-rasche-bestellung-von-russischem-vakzin-sputnik-v-17266332.html,false
26,"
							Warum Dänemark und Norwegen weiter nicht mit Astra-Zeneca impfen
			        ","
						Norwegen setzt die Impfungen mit Astra-Zeneca weiter aus. Zusätzliche Studien seien nötig, heißt es von der Gesundheitsbehörde. In Schweden wird der Impfstoff jetzt für Menschen ab 65 Jahren empfohlen.
					",2021-03-26T21:26:09+0100,https://www.faz.net/suche/astrazeneca-impfungen-in-norwegen-und-daenemark-weiterhin-gestoppt-17265578.html,false
27,"
							Das Impfen beim Hausarzt kommt zu früh! Nein, zu spät!
			        ","
						Nach Ostern sollen auch Hausärzte gegen Corona impfen. Doch es mangelt an Impfstoff – und an Informationen. Zwei Mediziner berichten, wie sie damit umgehen.
					",2021-03-26T19:47:53+0100,https://www.faz.net/suche/ein-hausarzt-will-noch-nicht-impfen-einer-will-endlich-loslegen-17265556.html,true
28,"
							Hausärzte können wieder impfen – mit 20 Impfdosen in der Woche
			        ","
						Nur drei Länder weisen eine höhere Inzidenz auf als Hessen. Etwa Thüringen. In einem benachbarten osthessischen Kreis ist die zentrale Corona-Kennziffer enorm hoch. Hoffnung bietet die Impfallianz.
					",2021-03-26T19:14:00+0100,https://www.faz.net/suche/corona-hausaerzte-koennen-wieder-impfen-17264735.html,false
29,"
							Biontech und Pfizer prüfen Impfstoff an Kindern
			        ","
						Nach Astra-Zeneca prüft nun auch Biontech-Pfizer die Wirkung und Sicherheit ihres RNA-Impfstoffs an jüngeren Kindern. Mit der Impfung könnte Anfang 2022 begonnen werden.     
					",2021-03-26T11:33:49+0100,https://www.faz.net/suche/rna-vakzine-biontech-pfizer-pruefen-corona-impfstoff-an-kindern-17264488.html,false
30,"
							Fassungslos
			        ","
						Die Wirrnis um die Osterruhe ist nicht der Höhepunkt, sie steht vielmehr exemplarisch für das Versagen der deutschen Corona-Politik. Auch bei Maybrit Illner stellte sich die Frage: Was soll das?
					",2021-03-26T06:43:30+0100,https://www.faz.net/suche/tv-kritik-maybrit-illner-osterruhe-und-versagen-der-corona-politik-17264165.html,false
31,"
							Das sind die neuen Regeln für Auslandsreisen
			        ","
						Rein in den Flieger und aussteigen in Deutschland? Das ist bald nur noch mit einem Corona-Test möglich. Dem inhaftierten Kreml-Kritiker Nawalnyj geht es immer schlechter. Der Suezkanal bleibt blockiert. Und am Sonntag werden die Uhren umgestellt. Der Newsletter für Deutschland.
					",2021-03-26T06:24:33+0100,https://www.faz.net/suche/f-a-z-fruehdenker-das-sind-die-neuen-regeln-fuer-auslandsreisen-17264063.html,false
32,"
							EU-Länder wollen besser kontrollieren, nicht generell verbieten
			        ","
						Fast neun Stunden dauerte die Videokonferenz der EU-Staats- und Regierungschefs. Kommissionschefin Ursula von der Leyen versprach erheblich mehr Impfstoff im zweiten Quartal. Das Rätsel um die in Italien aufgefundenen Impfdosen ist gelöst.
					",2021-03-25T23:54:00+0100,https://www.faz.net/suche/export-von-corona-impfstoff-eu-will-verstaerkte-kontrollen-17264103.html,false
33,"
							EU-Gipfel für bessere Kontrolle von Impfstoff-Exporten
			        ","
						Die EU möchte den Impfstoffexport besser kontrollieren. Mitgliedstaaten können diesen nun im Einzelfall untersagen – Entwicklungsländer soll das aber nicht treffen.
					",2021-03-25T19:58:02+0100,https://www.faz.net/suche/eu-staaten-beraten-ueber-impfstoffexporte-17263581.html,false
34,"
							Moderna plant Impfstoffwerk im Osten Deutschlands
			        ","
						In zwei Jahren soll ein neues Moderna-Werk in Deutschland die Produktion aufnehmen. Doch das Verhältnis zur Bundesregierung ist angespannt – sie knüpft ihre Unterstützung an eine Bedingung.
					",2021-03-25T18:38:09+0100,https://www.faz.net/suche/moderna-plant-impfstoffwerk-im-osten-deutschlands-17263623.html,false
35,"
							Hunderttausende Berliner gehen nicht zur Impfung
			        ","
						Viele nehmen offenbar das Impfangebot mit dem Wirkstoff Astra-Zeneca nicht wahr. Berlins Regierender Bürgermeister schlägt vor, die Strategie zu ändern und auch Studierende und Azubis zu impfen. 
					",2021-03-25T16:08:19+0100,https://www.faz.net/suche/wieso-hunderttausende-berliner-impftermine-ungenutzt-bleiben-17262973.html,false
36,"
							Indien blockiert Export von Impfstoffen
			        ","
						Die „Apotheke der Welt“ will angesichts stark steigender Infektionszahlen zunächst den Eigenbedarf decken. Das führt vor allem bei der Covax-Initiative für arme Länder zu Problemen.
					",2021-03-25T15:11:18+0100,https://www.faz.net/suche/indien-blockiert-export-von-impfstoffen-17262880.html,false
37,"
							Corona-Selbsttests an 21 Schulen noch vor den Osterferien
			        ","
						75 Prozent mehr bestätigte Neuinfektionen als vor zwei Wochen meldet das RKI für Hessen und zudem einen Sprung nach oben bei den aktiven Fällen. Die Corona-Landkarte leuchtet tiefrot.
					",2021-03-25T13:38:00+0100,https://www.faz.net/suche/corona-in-hessen-antigen-selbsttests-an-21-schulen-17262325.html,false
38,"
							Astra-Zeneca-Vakzin weniger wirksam als zunächst angegeben
			        ","
						Der Pharmakonzern Astra-Zeneca hat Daten zur Wirksamkeit seines Coronavirus-Impfstoffes leicht nach unten korrigiert.
					",2021-03-25T12:57:21+0100,https://www.faz.net/suche/astra-zeneca-vakzin-weniger-wirksam-als-zunaechst-angegeben-17262800.html,false
39,"
							Der Sputnik-Produzent
			        ","
						Alexej Repik ist Milliardär und Pharma-Unternehmer. Ihm gehört auch ein Werk im bayerischen Illertissen, in dem Russlands Corona-Impfstoff hergestellt werden könnte. Repiks Erfolg basiert auch auf guten Beziehungen zu Wladimir Putin.
					",2021-03-25T12:29:11+0100,https://www.faz.net/suche/sputnik-v-dieser-mann-koennte-den-impfstoff-nach-deutschland-bringen-17259818.html,true
40,"
							Impfstoffbeauftragter rechnet mit zweitem deutschen Vakzin ab Juni
			        ","
						Die Bundesregierung setze „große Hoffnung“ in Curevac, sagt Christoph Krupp. Sollte die Zulassung durch die europäische Arzneimittelbehörde EMA pünktlich klappen, könnte der neue Impfstoff ab etwa Juli gespritzt werden. 
					",2021-03-25T03:21:37+0100,https://www.faz.net/suche/curevac-zweiter-deutscher-impfstoff-wahrscheinlich-ab-sommer-17262147.html,false
41,"
							Vorerst kein Astra-Zeneca in Praxen
			        ","
						Hausärzte sollen das bisher deutlich zu langsame Impftempo beschleunigen. Doch das britische Vakzin wird dort erst einmal nicht verabreicht – und auch der Impfstoff von Moderna macht Sorgen.
					",2021-03-24T18:22:20+0100,https://www.faz.net/suche/astrazeneca-vorerst-keine-corona-impfungen-beim-hausarzt-17261558.html,true
42,"
							Aufregung um Impfstofflager von Astra-Zeneca
			        ","
						Die EU stellt neue Regeln für Impfstoff-Exporte vor. Die Kommission habe jetzt „die Pistole auf den Tisch gelegt“.
					",2021-03-24T17:41:53+0100,https://www.faz.net/suche/astrazeneca-aufregung-um-impfstofflager-in-italien-17261465.html,false
43,"
							Hessens Wirtschaft fordert Öffnung von Gaststätten, Hotels und Geschäften
			        ","
						Nach dem Rückzieher der Kanzlerin dringt die hessische Wirtschaft auf Lockerungen. Sie fordert zudem mehr Impfungen. Am Flughafen gibt es nun Gurgel-Tests. Die Zahl der Beatmeten steigt derweil.
					",2021-03-24T15:50:00+0100,https://www.faz.net/suche/hessens-wirtschaft-fordert-oeffnung-von-gaststaetten-hotels-und-geschaeften-17260663.html,false
44,"
							Leserbriefe vom 24. März 2021
			        ","
						Impfstoff von Astra-Zeneca +++ Landtagswahlen +++ Abschiebungen +++ Reform des Medizinstudiums +++ Strom für grüne Industrie
					",2021-03-24T12:32:00+0100,https://www.faz.net/suche/briefe-an-die-herausgeber-vom-24-maerz-2021-17259892.html,false
45,"
							Astra-Zeneca lagert fast 30 Millionen Impfdosen in Italien
			        ","
						Der Pharmahersteller hortet Corona-Impfstoff südlich von Rom. Der EVP-Fraktionsvorsitzende ist empört. Das Unternehmen gibt eine Erklärung ab.
					",2021-03-24T12:07:37+0100,https://www.faz.net/suche/30-millionen-corona-impfdosen-von-astrazeneca-in-italien-gelagert-17260825.html,false
46,"
							Wo es beim Impfen, Testen, Nachverfolgen hakt
			        ","
						Die Politik hatte versprochen, mit diesen Mitteln mehr Freiheit zu ermöglichen – doch es hapert an allen Ecken und Enden. Eine Bestandsaufnahme.

					",2021-03-24T10:35:32+0100,https://www.faz.net/suche/wo-es-bei-corona-impfung-test-und-nachverfolgung-hakt-17259954.html,false
47,"
							Großbritannien will im August Kinder impfen
			        ","
						Ich werde irgendwann geimpft – doch was ist mit meinen Kindern? Diese Frage beschäftigt Eltern weltweit. In Großbritannien könnten Kindern schon bald geimpft werden.
					",2021-03-24T05:49:41+0100,https://www.faz.net/suche/astrazeneca-impfung-in-grossbritannien-bei-kindern-ab-6-jahren-17260323.html,false
48,"
							Verheerende Vertrauenskrise für Union und Regierung
			        ","
						Die Bürger haben den Eindruck, der Staat versage beim Versuch, die Pandemie zu bewältigen. Das Vertrauen in das Krisenmanagement der von der Union geführten Bundesregierung ist auf einem Tiefststand.

					",2021-03-23T16:55:12+0100,https://www.faz.net/suche/corona-pandemie-staat-versagt-laut-buergern-bei-krisenbewaeltigung-17259527.html,true
49,"
							Kreis schließt alle Kindergärten und schickt Schüler nach Hause
			        ","
						Der zentrale Corona-Kennwert für Hessen läuft der Inzidenz im Bund davon. Nur drei Länder stehen schlechter da. Ministerpräsident Bouffier sieht „keine Zeit für Lockerungen“. Die Wirtschaft rügt die Politik.
					",2021-03-23T16:16:00+0100,https://www.faz.net/suche/corona-in-hessen-kreis-schliesst-kitas-schnelltests-bei-dm-17258921.html,true
50,"
							EU-Impfchefin droht Astra-Zeneca
			        ","
						Ein Ausfuhrstopp der EU für den Corona-Impfstoff des britisch-schwedischen Herstellers Astra-Zeneca rückt näher. „Wir werden handeln“, sagt die Generaldirektorin der Gesundheitsabteilung der EU-Kommission, Sandra Gallina, im EU-Parlament. 
					",2021-03-23T12:06:16+0100,https://www.faz.net/suche/astrazeneca-fuer-die-eu-sandra-gallina-will-impfstoff-sichern-17259188.html,false
51,"
							Amerikanische Wissenschaftler kritisieren Astra-Zeneca
			        ","
						Wissenschaftler einer Fachkommission bezweifeln neue Testergebnisse von Astra-Zeneca in Amerika. Die Angaben des Unternehmens beruhten offenbar auf veralteten Daten, heißt es.
					",2021-03-23T10:00:33+0100,https://www.faz.net/suche/astrazeneca-daten-zeigen-ungenauen-blick-auf-impfstoff-wirksamkeit-17258835.html,false
52,"
							So unterschiedlich wird auf der Welt gegen Corona geimpft
			        ","
						In Deutschland läuft die Impfkampagne gegen das Coronavirus weiter schleppend, in Israel dürfen dagegen immer mehr Menschen wieder in Bars und Cafés sitzen. Wie aber sieht es in anderen Ländern aus? Ein Überblick.

					",2021-03-23T08:05:34+0100,https://www.faz.net/suche/corona-impfungen-weltweit-wie-sieht-es-in-anderen-laendern-aus-17258776.html,false
53,"
							Stille Ostern und die Kosten des Lockdowns
			        ","
						Worauf sich Kanzlerin Merkel und die Ministerpräsidenten bei dem Bund-Länder-Treffen geeinigt haben. Und wie der Lockdown Deutschlands Schulden in die Höhe treibt. Der Newsletter für Deutschland.
					",2021-03-23T06:25:53+0100,https://www.faz.net/suche/was-bund-und-laender-auf-dem-corona-gipfel-beschlossen-haben-17258596.html,false
54,"
							Kein Rattenrennen um Impfdosen
			        ","
						Wenn das Gut so knapp ist, dann ist der Verteilungskampf zwangsläufig hart. Aber ein Rattenrennen um das rettende Corona-Vakzin kann nicht die Lösung sein.
					",2021-03-22T20:47:15+0100,https://www.faz.net/suche/grossbritannien-und-eu-im-streit-um-astrazeneca-impfstoff-17257807.html,true
55,"
							„Astra-Zeneca ist im Labor effektiv gegen die Mutante P.1“
			        ","
						Brasilien hat die Corona-Krise nicht nur schlecht gemanagt, auch eine gefährliche Mutante ist dort zuerst aufgetreten. Der brasilianische Virologe Atila Iamarino spricht im Interview über die Variante und Drohungen gegen Forscher.
					",2021-03-22T20:04:39+0100,https://www.faz.net/suche/brasilianischer-virologe-ueber-corona-mutanten-und-drohungen-17257755.html,true
56,"
							Zugeständnisse aus London?
			        ","
						Ursula von der Leyen hat wiederholt damit gedroht, die Ausfuhr von Impfstoffen ins Königreich zu unterbinden, wenn Dosen nicht auch in die andere Richtung geliefert würden. Geht Boris Johnson nun darauf ein?
					",2021-03-22T19:23:16+0100,https://www.faz.net/suche/streit-um-impfstoffversorgung-zugestaendnisse-aus-london-17257980.html,false
57,"
							Handelskammertag: Kein Zurück hinter die aktuellen Öffnungen
			        ","
						Der zentrale Corona-Kennwert steigt in Hessen weiter und liegt deutlich über der Inzidenz im Bund. Auffallend hoch ist der Anteil der neuen Todesfälle. Andererseits gibt es weniger aktive Infektionen.
					",2021-03-22T15:02:00+0100,https://www.faz.net/suche/corona-keine-region-in-hessen-mehr-mit-inzidenz-unter-50-17257323.html,false
58,"
							In der dritten Welle der Corona-Pandemie
			        ","
						Die Zahl der Neuinfektionen steigt. Wenn das Wachstum nicht schnell gestoppt wird, sind wir an Ostern wieder da, wo wir schon an Weihnachten waren. Was also bleibt als Ausweg?

					",2021-03-22T13:36:53+0100,https://www.faz.net/suche/keine-corona-lockerungen-der-ausweg-aus-der-dritten-welle-17256183.html,true
59,"
							Der Impfstoff-Streit verschärft sich
			        ","
						Die EU droht wegen des Mangels an Corona-Impfstoff mit Exportbeschränkungen gegen Großbritannien. Der britische Premier sucht das Gespräch. Eine neue Studie bescheinigt dem Astra-Zeneca-Vakzin derweil eine hohe Wirksamkeit und kein Risiko für Thrombose. 
					",2021-03-22T11:11:09+0100,https://www.faz.net/suche/eu-und-grossbritannien-streit-um-corona-impfstoff-verschaerft-sich-17257415.html,false
60,"
							Die Impfkampagne ist bisher ein Fiasko
			        ","
						Nach einem Jahr im Ausnahmezustand zeigen immer mehr Bürger Unverständnis, dass man sich in Sorge, Gezänk, Datenschutz und Regeln verliert. Dieses Unverständnis ist berechtigt.
					",2021-03-22T07:20:06+0100,https://www.faz.net/suche/corona-impfung-das-fiasko-der-bisherigen-impfkampagne-17253701.html,true
61,"
							„Die Osterwoche birgt ein extremes Risiko“
			        ","
						Hoteliers und Verbände auf Mallorca warnen davor, wegen der Ostertage die wichtigere Sommersaison zu gefährden. Sollten die Zahlen steigen, drohen der Baleareninsel neue und drastische Restriktionen.
					",2021-03-22T06:51:23+0100,https://www.faz.net/suche/mallorca-vor-urlauber-rueckkehr-ostern-birgt-hohes-corona-risiko-17256322.html,true
62,"
							Genießen Geimpfte Sonderrechte?
			        ","
						Was kommt im Corona-Lockdown als nächstes auf uns zu? Der Philosoph Martin Booms spricht über Missgunst, falsche Gerechtigkeitsvorstellungen – und sagt, warum das Balkonklatschen billig war.
					",2021-03-22T06:14:10+0100,https://www.faz.net/suche/philosoph-im-interview-corona-impfung-und-ein-gerechter-impfpass-17256176.html,true
63,"
							Italien bereitet sich auf einen Alleingang vor
			        ","
						Ministerpräsident Mario Draghi will die Impfkampagne in Italien beschleunigen. Notfalls auch ohne die EU. Dafür wird in Rom jetzt auch Sputnik V getestet.
					",2021-03-21T22:31:48+0100,https://www.faz.net/suche/corona-impfung-in-eu-italien-bereitet-sich-auf-alleingang-vor-17256573.html,true
64,"
							Immer Ärger mit Astra-Zeneca
			        ","
						Ein billiger und hochwirksamer Impfstoff für die ganze Welt: Der Pharmakonzern Astra-Zeneca wollte mit seinem Vakzin nur helfen. Wie konnte das so schiefgehen?
					",2021-03-21T16:11:58+0100,https://www.faz.net/suche/astrazeneca-wollte-mit-hochwirksamen-corona-impfstoff-nur-helfen-17255507.html,true
65,"
							Warum Amerika schneller impft als andere Nationen
			        ","
						Schnelligkeit vor Sicherheit: Die Vereinigten Staaten sind Deutschland und anderen Industrieländern beim Impfen gegen das Coronavirus meilenweit voraus – die Gründe dafür liegen auf dem Tisch.

					",2021-03-21T09:20:52+0100,https://www.faz.net/suche/pandemie-warum-amerika-schneller-impft-als-andere-nationen-17254246.html,true
66,"
							„In der Praxis benötigen wir zehn Minuten pro Patient“
			        ","
						Nach Ostern sollen die Hausärzte in Deutschland impfen dürfen – viel zu spät, meint Hausarzt Stefan Monkowski. Im Interview erklärt er, warum er und seine Kollegen viel schneller wären als die bürokratischen Impfzentren.
					",2021-03-20T14:00:08+0100,https://www.faz.net/suche/hausarzt-im-interview-in-der-praxis-benoetigen-wir-zehn-minuten-pro-patient-17253882.html,true
67,"
							Die Impfzentren haben ausgedient
			        ","
						Die Impfungen mit dem Mittel von Astra-Zeneca laufen wieder an. Für das Gelingen der Impfkampagne ist das entscheidend. Doch es braucht vor allem neues Vertrauen der Bürger.
					",2021-03-20T13:58:59+0100,https://www.faz.net/suche/astrazeneca-impfungen-laufen-wieder-entscheidend-fuer-impfkampagne-17254405.html,true
68,"
							„Viele sind einfach enttäuscht“
			        ","
						Zu langsam beim Impfen, zu wenige Tests, zu späte Wirtschaftshilfen: CSU-Chef Söder kritisiert die CDU-Minister Spahn und Altmaier – und stichelt gegen Laschet. Ein „Weiter so“ reiche nicht, um den Anspruch der Union aufs Kanzleramt zu begründen.
					",2021-03-20T12:15:47+0100,https://www.faz.net/suche/markus-soeder-im-interview-viele-sind-einfach-enttaeuscht-17255078.html,true
